raw_value,clean_for_rules,category,changed_by_cleaning
HFNC 90% 40lpm,HFNC 90% 40lpm,other,No
HFNC 90% 45L,HFNC 90% 45L,other,No
HFNC 90% 50 L,HFNC 90% 50 L,other,No
HFNC 90% 60L/ECMO 100% sweep 4,HFNC 90% 60L/ECMO 100% sweep 4,other,No
"HFNC 90%, 60L","HFNC 90%, 60L",other,No
HFNC 90%/40,HFNC 90%/40,other,No
HFNC 90%/40L,HFNC 90%/40L,other,No
HFNC 90%/45L,HFNC 90%/45L,other,No
HFNC 90%/50L,HFNC 90%/50L,other,No
HFNC 90%/60LPM,HFNC 90%/60LPM,other,No
HFNC 90%30L,HFNC 90%30L,other,No
HFNC 95%/25L,HFNC 95%/25L,other,No
HFNC 95%/40L,HFNC 95%/40L,other,No
HFNC @30LPM with 40% Fi02,HFNC @30LPM with 40% Fi02,other,No
HFNC Fi02 35% 50L,HFNC Fi02 35% 50L,other,No
HFNC FiO2 40%/40L,HFNC FiO2 40%/40L,other,No
HFNC FiO2 50% 40L,HFNC FiO2 50% 40L,other,No
HFNC FiO2 60% 40L,HFNC FiO2 60% 40L,other,No
HFNC FiO2= 50% at 50 L/min,HFNC FiO2= 50% at 50 L/min,other,No
HFNC Fio2 100%,HFNC Fio2 100%,other,No
HFNC Fio2 30% 40 lpm,HFNC Fio2 30% 40 lpm,other,No
HFNC Fio2 80 60 lpm,HFNC Fio2 80 60 lpm,other,No
HFNC at 30% and 40 L/min,HFNC at 30% and 40 L/min,other,No
HFNC at 50 LPM,HFNC at 50 LPM,other,No
HFNC fio2 100%,HFNC fio2 100%,other,No
HFNC fio2 45% 50L,HFNC fio2 45% 50L,other,No
"HFNC, 30%, 50 L/min","HFNC, 30%, 50 L/min",other,No
HFNC- 30% / 40 L,HFNC- 30% / 40 L,other,No
HFNC/ 50% 40L,HFNC/ 50% 40L,other,No
HFNC/30%/30L,HFNC/30%/30L,other,No
HFNC/40%/40L,HFNC/40%/40L,other,No
"HFNC100%, E100% sweep of 4","HFNC100%, E100% sweep of 4",other,No
HFNC100%40L,HFNC100%40L,other,No
HFNC100/60L/ ecmo 100/s10,HFNC100/60L/ ecmo 100/s10,other,No
"HFNC10lpm, FiO2 30%, VA ECMO sweep 2 FiO2 100% flow 3","HFNC10lpm, FiO2 30%, VA ECMO sweep 2 FiO2 100% flow 3",other,No
HFNC20L/40%,HFNC20L/40%,other,No
HFNC30%,HFNC30%,other,No
HFNC30%/30L,HFNC30%/30L,other,No
HFNC30%/40L,HFNC30%/40L,other,No
HFNC30/30,HFNC30/30,other,No
HFNC30/30%,HFNC30/30%,other,No
HFNC30L 28%,HFNC30L 28%,other,No
"HFNC35%/30L,ECMO100%sweep1","HFNC35%/30L,ECMO100%sweep1",other,No
HFNC35%35L,HFNC35%35L,other,No
"HFNC40%/30L,ECMO100%sweep2","HFNC40%/30L,ECMO100%sweep2",other,No
"HFNC40%/30L,ecmo100%sweep1","HFNC40%/30L,ecmo100%sweep1",other,No
HFNC40%/40L,HFNC40%/40L,other,No
HFNC40%30L,HFNC40%30L,other,No
HFNC40%40L,HFNC40%40L,other,No
HFNC40/30,HFNC40/30,other,No
"HFNC40/30,ECMO100%sweep3","HFNC40/30,ECMO100%sweep3",other,No
HFNC40/40,HFNC40/40,other,No
HFNC40L/30%,HFNC40L/30%,other,No
HFNC40L/50%,HFNC40L/50%,other,No
HFNC50%/30L,HFNC50%/30L,other,No
HFNC50%40L,HFNC50%40L,other,No
"HFNC50%40L, VA ecmo sweep2 80%","HFNC50%40L, VA ecmo sweep2 80%",other,No
HFNC50L/60%,HFNC50L/60%,other,No
HFNC60% 50L,HFNC60% 50L,other,No
"HFNC60%/40L,ECMO100%sweep2.5","HFNC60%/40L,ECMO100%sweep2.5",other,No
"HFNC60%/50L,ECMO100%sweep5","HFNC60%/50L,ECMO100%sweep5",other,No
HFNC60L/80%,HFNC60L/80%,other,No
HFNC80%/40L,HFNC80%/40L,other,No
"HFNC: 30%, 40 L/min","HFNC: 30%, 40 L/min",other,No
"HFNC: 40%, 40LPM","HFNC: 40%, 40LPM",other,No
"HFNC: 70%/40L, ECMO: 100% sweep 10","HFNC: 70%/40L, ECMO: 100% sweep 10",other,No
HFNCV 60% 40L,HFNCV 60% 40L,other,No
HFNL,HFNL,other,No
HFNL 25% 30 L,HFNL 25% 30 L,other,No
HFNL 30,HFNL 30,other,No
HFNN/ECMO sweep 4.5 100%,HFNN/ECMO sweep 4.5 100%,other,No
HFNV 30% 30L,HFNV 30% 30L,other,No
HFNV 50%/50L,HFNV 50%/50L,other,No
HFNV 50%50L,HFNV 50%50L,other,No
"HFNV 60L/100%, Non rebreather, and ECMO Sweep 11, FiO2100%.","HFNV 60L/100%, Non rebreather, and ECMO Sweep 11, FiO2100%.",other,No
HFTA 60L 100%,HFTA 60L 100%,other,No
HFTC,HFTC,other,No
HFTC  40%/40lpm,HFTC 40%/40lpm,other,Yes
"HFTC 100% 50L / ECMO S5, 100%","HFTC 100% 50L / ECMO S5, 100%",other,No
HFTC 100% 60L,HFTC 100% 60L,other,No
HFTC 100% 60L /  VV 100% sweep 8 / VA 100% sweep 2,HFTC 100% 60L / VV 100% sweep 8 / VA 100% sweep 2,other,Yes
"HFTC 100% 60L, VV 100% sweep 6. VA 100% sweep 2","HFTC 100% 60L, VV 100% sweep 6. VA 100% sweep 2",other,No
"HFTC 100%/60L, VA:100%/3L, VV:100%/8L","HFTC 100%/60L, VA:100%/3L, VV:100%/8L",other,No
"HFTC 100%/60L, VV 100%/4L, VA 100%/2L","HFTC 100%/60L, VV 100%/4L, VA 100%/2L",other,No
"HFTC 100%/60L, VV: 100%/6L, VA: 100%/3L","HFTC 100%/60L, VV: 100%/6L, VA: 100%/3L",other,No
"HFTC 100%/60L, VV: 100%/8L, VA: 100%/3L","HFTC 100%/60L, VV: 100%/8L, VA: 100%/3L",other,No
"HFTC 100%/60L, VV:100%/10L, VA:100%;3L","HFTC 100%/60L, VV:100%/10L, VA:100%;3L",other,No
"HFTC 100%/60L, VV:100%/7L, VA:100%2L","HFTC 100%/60L, VV:100%/7L, VA:100%2L",other,No
"HFTC 100%/60L; ECMO 100%, sweep 0","HFTC 100%/60L; ECMO 100%, sweep 0",other,No
HFTC 100/50L ECMO S5,HFTC 100/50L ECMO S5,other,No
HFTC 100/60; VV ECMO Sweep 13/100,HFTC 100/60; VV ECMO Sweep 13/100,other,No
HFTC 20L/30%,HFTC 20L/30%,other,No
HFTC 25% 40L,HFTC 25% 40L,other,No
HFTC 25L 30% E100,HFTC 25L 30% E100,other,No
HFTC 28%/6L,HFTC 28%/6L,other,No
HFTC 30 30,HFTC 30 30,other,No
HFTC 30% / 40LPM // ECMO 100% Sweep 4L,HFTC 30% / 40LPM // ECMO 100% Sweep 4L,other,No
HFTC 30% /30L,HFTC 30% /30L,other,No
"HFTC 30% 20L, ECMO S3 80%","HFTC 30% 20L, ECMO S3 80%",other,No
HFTC 30% 30 L,HFTC 30% 30 L,other,No
HFTC 30% 30L,HFTC 30% 30L,other,No
HFTC 30% 40L,HFTC 30% 40L,other,No
HFTC 30% 50L,HFTC 30% 50L,other,No
HFTC 30%/ 30L,HFTC 30%/ 30L,other,No
HFTC 30%/20L,HFTC 30%/20L,other,No
HFTC 30%/30L,HFTC 30%/30L,other,No
"HFTC 30%/30L. ECMO 100%, Sweep 0","HFTC 30%/30L. ECMO 100%, Sweep 0",other,No
HFTC 30%/30L; ECMO S3,HFTC 30%/30L; ECMO S3,other,No
HFTC 30%/40L,HFTC 30%/40L,other,No
HFTC 30%/40L. VV ECMO fiO2 @ 70%. Sweep 8.,HFTC 30%/40L. VV ECMO fiO2 @ 70%. Sweep 8.,other,No
HFTC 30%/40L; ECMO S3,HFTC 30%/40L; ECMO S3,other,No
HFTC 30%40L,HFTC 30%40L,other,No
HFTC 30%60L,HFTC 30%60L,other,No
HFTC 30/30,HFTC 30/30,other,No
"HFTC 30/30 VAECMO S2, 80%","HFTC 30/30 VAECMO S2, 80%",other,No
"HFTC 30/30 VAECMO s2, 80%","HFTC 30/30 VAECMO s2, 80%",other,No
HFTC 30L 40%,HFTC 30L 40%,other,No
"HFTC 30L/30%; ECMO S4, 100%","HFTC 30L/30%; ECMO S4, 100%",other,No
HFTC 30L/40%,HFTC 30L/40%,other,No
"HFTC 30L/40% VVECMO S6, 100%","HFTC 30L/40% VVECMO S6, 100%",other,No
"HFTC 30L/40%, ECMO: 100%, S: 8","HFTC 30L/40%, ECMO: 100%, S: 8",other,No
HFTC 35% 30L,HFTC 35% 30L,other,No
"HFTC 35% 40 L, ECMO 80% S3","HFTC 35% 40 L, ECMO 80% S3",other,No
"HFTC 35% 40L, ECMO sweep 3 80%","HFTC 35% 40L, ECMO sweep 3 80%",other,No
"HFTC 35% 40L, VA ECMO sweep 3 60%","HFTC 35% 40L, VA ECMO sweep 3 60%",other,No
HFTC 35%/30L,HFTC 35%/30L,other,No
HFTC 35%/40L S 0.5 100%%,HFTC 35%/40L S 0.5 100%%,other,No
HFTC 35L/40%,HFTC 35L/40%,other,No
HFTC 40,HFTC 40,other,No
HFTC 40%,HFTC 40%,other,No
HFTC 40% 10L,HFTC 40% 10L,other,No
HFTC 40% 40L,HFTC 40% 40L,other,No
HFTC 40% 50L,HFTC 40% 50L,other,No
HFTC 40% 60L,HFTC 40% 60L,other,No
HFTC 40%/40L,HFTC 40%/40L,other,No
HFTC 40%/40L Sweep OFF,HFTC 40%/40L Sweep OFF,other,No
HFTC 40%/40L. VV ECMO FiO2 @ 70%. Sweep 8.,HFTC 40%/40L. VV ECMO FiO2 @ 70%. Sweep 8.,other,No
HFTC 40%/40L. VV ECMo FiO2 @ 100%. Sweep 8.,HFTC 40%/40L. VV ECMo FiO2 @ 100%. Sweep 8.,other,No
"HFTC 40%/40L; ECMO 70%, sweep 8/8","HFTC 40%/40L; ECMO 70%, sweep 8/8",other,No
HFTC 40%/50L,HFTC 40%/50L,other,No
HFTC 40%/50L / VV ECMO 100% Sweep 5L,HFTC 40%/50L / VV ECMO 100% Sweep 5L,other,No
HFTC 40%40L,HFTC 40%40L,other,No
HFTC 40/40,HFTC 40/40,other,No
HFTC 40/40 ECMO 100% 8L Sweep (4L x 2),HFTC 40/40 ECMO 100% 8L Sweep (4L x 2),other,No
HFTC 40/40 ECMO 50% 8L Sweep,HFTC 40/40 ECMO 50% 8L Sweep,other,No
HFTC 40/40 S1 FiO2 100%,HFTC 40/40 S1 FiO2 100%,other,No
HFTC 40/40 VV S1 100% FiO2,HFTC 40/40 VV S1 100% FiO2,other,No
"HFTC 40/40, Sweep OFF","HFTC 40/40, Sweep OFF",other,No
HFTC 40/40/e100/s1,HFTC 40/40/e100/s1,other,No
"HFTC 40/40; ECMO 100%, sweep 8/8","HFTC 40/40; ECMO 100%, sweep 8/8",other,No
HFTC 40/50,HFTC 40/50,other,No
HFTC 40L 30%,HFTC 40L 30%,other,No
HFTC 40L 30% VA ECMO 100% Sweep 3.5 Flow 2,HFTC 40L 30% VA ECMO 100% Sweep 3.5 Flow 2,other,No
HFTC 40L 50%,HFTC 40L 50%,other,No
HFTC 40L 50%; VV ECMO S8 100%,HFTC 40L 50%; VV ECMO S8 100%,other,No
HFTC 40L/25%,HFTC 40L/25%,other,No
HFTC 40L/30%,HFTC 40L/30%,other,No
HFTC 40L/40%,HFTC 40L/40%,other,No
HFTC 40L/40% /VV ECMO 100% 0LPM,HFTC 40L/40% /VV ECMO 100% 0LPM,other,No
HFTC 40L30%,HFTC 40L30%,other,No
HFTC 40L60%,HFTC 40L60%,other,No
HFTC 40lpm 30%,HFTC 40lpm 30%,other,No
HFTC 40lpm 50%,HFTC 40lpm 50%,other,No
HFTC 45% 50L,HFTC 45% 50L,other,No
HFTC 45%/40L,HFTC 45%/40L,other,No
HFTC 45/40,HFTC 45/40,other,No
HFTC 45/60,HFTC 45/60,other,No
HFTC 50% 15L - 80% ECMO sweep 4,HFTC 50% 15L - 80% ECMO sweep 4,other,No
HFTC 50%/40,HFTC 50%/40,other,No
"HFTC 50%/40L, sweep OFF","HFTC 50%/40L, sweep OFF",other,No
HFTC 50%/50L,HFTC 50%/50L,other,No
"HFTC 50%/50L, S1 FiO2 100%","HFTC 50%/50L, S1 FiO2 100%",other,No
"HFTC 50%/50L, S2 FiO2 100%","HFTC 50%/50L, S2 FiO2 100%",other,No
"HFTC 50%/50L, S3 100%","HFTC 50%/50L, S3 100%",other,No
HFTC 50%50L,HFTC 50%50L,other,No
"HFTC 50/40, ECMO sweep off","HFTC 50/40, ECMO sweep off",other,No
HFTC 50/50,HFTC 50/50,other,No
HFTC 50/50 ECMO 100% S4,HFTC 50/50 ECMO 100% S4,other,No
HFTC 50/50 Sweep 3,HFTC 50/50 Sweep 3,other,No
HFTC 50L 30%,HFTC 50L 30%,other,No
HFTC 50L 80%,HFTC 50L 80%,other,No
"HFTC 50L, 50%","HFTC 50L, 50%",other,No
HFTC 50L/40%,HFTC 50L/40%,other,No
HFTC 50L/40% / VV ECMO 100% Sweep 5L,HFTC 50L/40% / VV ECMO 100% Sweep 5L,other,No
HFTC 50L/40% ECMO100%S0.5,HFTC 50L/40% ECMO100%S0.5,other,No
HFTC 50L/60% ECMO100%S0.5,HFTC 50L/60% ECMO100%S0.5,other,No
HFTC 50L/60% ECMO100%S1,HFTC 50L/60% ECMO100%S1,other,No
"HFTC 55L, 50%","HFTC 55L, 50%",other,No
HFTC 55L/40%,HFTC 55L/40%,other,No
HFTC 60%/ 50L,HFTC 60%/ 50L,other,No
"HFTC 60/50, ECMO Sweep 4","HFTC 60/50, ECMO Sweep 4",other,No
HFTC 60L / 30%,HFTC 60L / 30%,other,No
HFTC 60L / 40%,HFTC 60L / 40%,other,No
HFTC 60L 100% VV ECMO sweep 15 fio2 100% flow 4.6,HFTC 60L 100% VV ECMO sweep 15 fio2 100% flow 4.6,other,No
"HFTC 60L 80%fio2, VV ECMO sweep 5 100%fio2","HFTC 60L 80%fio2, VV ECMO sweep 5 100%fio2",other,No
HFTC 60L/40%,HFTC 60L/40%,other,No
HFTC 60L/70%,HFTC 60L/70%,other,No
HFTC 60L40%,HFTC 60L40%,other,No
HFTC 70%/ 50L,HFTC 70%/ 50L,other,No
"HFTC 75%/50L, VA 100%/sweep 2, V-PA 100%/sweep 4","HFTC 75%/50L, VA 100%/sweep 2, V-PA 100%/sweep 4",other,No
"HFTC 75%/50L, VA 100%/sweep 2, V-PA 100%/sweep 5","HFTC 75%/50L, VA 100%/sweep 2, V-PA 100%/sweep 5",other,No
HFTC 80% 60L,HFTC 80% 60L,other,No
HFTC 80%/ 50L,HFTC 80%/ 50L,other,No
HFTC 90%,HFTC 90%,other,No
"HFTC30/40L,ecmo70%sweep8","HFTC30/40L,ecmo70%sweep8",other,No
HFTC40 E100sw1.5,HFTC40 E100sw1.5,other,No
HFTC40 E100sw2,HFTC40 E100sw2,other,No
"HFTC40%/50,ECMO100%sweep5","HFTC40%/50,ECMO100%sweep5",other,No
HFTC40%40L,HFTC40%40L,other,No
"HFTC40/40,ECMO sweep off","HFTC40/40,ECMO sweep off",other,No
"HFTC40/40,ecmo sweep off","HFTC40/40,ecmo sweep off",other,No
"HFTC40/40,ecmo70%sweep8","HFTC40/40,ecmo70%sweep8",other,No
HFTC40L/30%,HFTC40L/30%,other,No
"HFTC50%/50L,ECMO100%sweep4","HFTC50%/50L,ECMO100%sweep4",other,No
HFTC50%40L,HFTC50%40L,other,No
HFTC50/50,HFTC50/50,other,No
"HFTC50/50,ECMO100%sweep5","HFTC50/50,ECMO100%sweep5",other,No
"HFTC50/50,ecmo100%sweep5","HFTC50/50,ecmo100%sweep5",other,No
HFTrach 40%50L,HFTrach 40%50L,other,No
HFtC 60/50,HFtC 60/50,other,No
HGNC 40% 40LPM,HGNC 40% 40LPM,other,No
HHFN 40L/40%,HHFN 40L/40%,other,No
HHFNC 20L/25%,HHFNC 20L/25%,other,No
HHFNC 30%/30L,HHFNC 30%/30L,other,No
"HHFNC 30%/30L, VA ECMO flow 3.6, fio2: 70%, sweep 1","HHFNC 30%/30L, VA ECMO flow 3.6, fio2: 70%, sweep 1",other,No
HHFNC 30%/40L,HHFNC 30%/40L,other,No
HHFNC 40L/40%,HHFNC 40L/40%,other,No
"HHFNC 40L/50%, VA ECMO 2.4/s2/100%","HHFNC 40L/50%, VA ECMO 2.4/s2/100%",other,No
HHFNC 40L/60%,HHFNC 40L/60%,other,No
HHFNC 40L/70%,HHFNC 40L/70%,other,No
HHFNC 50% 40L,HHFNC 50% 40L,other,No
HHFTC 40%/40L,HHFTC 40%/40L,other,No
HHFTC 60L/80%,HHFTC 60L/80%,other,No
HI FLOW 30% 30 LITERS,HI FLOW 30% 30 LITERS,other,No
HI FLOW 40% 40 LITERS,HI FLOW 40% 40 LITERS,other,No
"HIFL NC 30/40, VA ECMO 50%, Sweep 1","HIFL NC 30/40, VA ECMO 50%, Sweep 1",other,No
HIFLO 30 L 30%,HIFLO 30 L 30%,other,No
HIFLO 40/40,HIFLO 40/40,other,No
HIFLOW,HIFLOW,other,No
HIFLOW 30%,HIFLOW 30%,other,No
HIFLOW 35%,HIFLOW 35%,other,No
HIFLOW 40 LITERS 40 %,HIFLOW 40 LITERS 40 %,other,No
HIFLOW NC 40L 30%,HIFLOW NC 40L 30%,other,No
HIFLOW NC 40L 45%,HIFLOW NC 40L 45%,other,No
HIFLOW NC 50%40L,HIFLOW NC 50%40L,other,No
HIFLOW NC 50/40,HIFLOW NC 50/40,other,No
HIFLOW/ 30%,HIFLOW/ 30%,other,No
HIGH FLOW 40/20,HIGH FLOW 40/20,other,No
HIGH FLOW 40L 29%,HIGH FLOW 40L 29%,other,No
HIHG FLOW 40 LITERS 40%,HIHG FLOW 40 LITERS 40%,other,No
HITC 30%30L,HITC 30%30L,other,No
HITC 40%30L,HITC 40%30L,other,No
HNC 40L / 60%,HNC 40L / 60%,other,No
HNC 60L Fio2 100%,HNC 60L Fio2 100%,other,No
HNC 60L Fio2 70%,HNC 60L Fio2 70%,other,No
HNC 90% fio2,HNC 90% fio2,other,No
HOFLOW NASAL CANNULAR 30%,HOFLOW NASAL CANNULAR 30%,other,No
HTC 50/50 Sweep 1,HTC 50/50 Sweep 1,other,No
Haemophilus influenzae,Haemophilus influenzae,other,No
Haemophilus parainfluenzae,Haemophilus parainfluenzae,other,No
Haemophilus species,Haemophilus species,other,No
Hafnia alvei,Hafnia alvei,other,No
Hf 60%50L,Hf 60%50L,other,No
HfNC 35%30L,HfNC 35%30L,other,No
Hfnc 70%,Hfnc 70%,other,No
Hi FLow 100%. 50L,Hi FLow 100%. 50L,other,No
"Hi FLow 45%, 30L","Hi FLow 45%, 30L",other,No
"Hi Flow 80%, 50L","Hi Flow 80%, 50L",other,No
Hi Flow Trach 30L 30%,Hi Flow Trach 30L 30%,other,No
Hi flow trach collar 40%/30L,Hi flow trach collar 40%/30L,other,No
HiFL 30%30L,HiFL 30%30L,other,No
HiFL 40%40L,HiFL 40%40L,other,No
HiFl 30/30,HiFl 30/30,other,No
HiFl 30/40,HiFl 30/40,other,No
HiFl 35/30,HiFl 35/30,other,No
"HiFl 40/30, ECMO FiO2: 100%, S:4","HiFl 40/30, ECMO FiO2: 100%, S:4",other,No
"HiFl 40/30, VA ECMO FiO2: 100, S:4","HiFl 40/30, VA ECMO FiO2: 100, S:4",other,No
HiFl 50% 40L,HiFl 50% 40L,other,No
HiFl 50/40,HiFl 50/40,other,No
"HiFl 60/40, VV ECMO S(5), FiO2 (100%)","HiFl 60/40, VV ECMO S(5), FiO2 (100%)",other,No
"HiFl 60/40, VV ECMO S: 6, FiO2: 100","HiFl 60/40, VV ECMO S: 6, FiO2: 100",other,No
HiFl NC 35/30,HiFl NC 35/30,other,No
HiFl NC 40/40,HiFl NC 40/40,other,No
"HiFl NC 40/50, ECMO Sweep 1, FiO2:40%","HiFl NC 40/50, ECMO Sweep 1, FiO2:40%",other,No
"HiFl NC 40/50, VA ECMO FiO2: 100, Sweep 1","HiFl NC 40/50, VA ECMO FiO2: 100, Sweep 1",other,No
HiFl NC 50/40,HiFl NC 50/40,other,No
HiFl: 40/30,HiFl: 40/30,other,No
HiFlo 100% 50 L,HiFlo 100% 50 L,other,No
HiFlo 30L 80%,HiFlo 30L 80%,other,No
HiFlo NC 30% 20L,HiFlo NC 30% 20L,other,No
HiFlo NC 40% FiO2,HiFlo NC 40% FiO2,other,No
HiFlo NC 60% 40L,HiFlo NC 60% 40L,other,No
HiFlo NC 80%,HiFlo NC 80%,other,No
HiFlow 21% 40L,HiFlow 21% 40L,other,No
HiFlow 30%/40L,HiFlow 30%/40L,other,No
HiFlow 40% 60L,HiFlow 40% 60L,other,No
HiFlow 50%50L,HiFlow 50%50L,other,No
HiFlow NC 30L 35%,HiFlow NC 30L 35%,other,No
Hifl 40/40,Hifl 40/40,other,No
Hiflo50%40L,Hiflo50%40L,other,No
Hiflow,Hiflow,other,No
Hiflow 21%/40 L,Hiflow 21%/40 L,other,No
Hiflow 30% 40L,Hiflow 30% 40L,other,No
Hiflow 30%40L,Hiflow 30%40L,other,No
Hiflow 40L 30%,Hiflow 40L 30%,other,No
Hiflow NC 30L 40%,Hiflow NC 30L 40%,other,No
Hiflow nc50/100,Hiflow nc50/100,other,No
Hiflow trach collar 50L 30%,Hiflow trach collar 50L 30%,other,No
High Flow 50%/40L,High Flow 50%/40L,other,No
"High Flow 50L 70%, VVECMO sw1 FiO250%","High Flow 50L 70%, VVECMO sw1 FiO250%",other,No
High Flow 60L/40%,High Flow 60L/40%,other,No
High Flow 80% / 40 L,High Flow 80% / 40 L,other,No
High Flow NC 50% 40L,High Flow NC 50% 40L,other,No
High Flow: 60L/60%,High Flow: 60L/60%,other,No
High flow 30% 8l,High flow 30% 8l,other,No
"High flow 40 L, 40%","High flow 40 L, 40%",other,No
High flow 40% 40L,High flow 40% 40L,other,No
High flow NC 40/40,High flow NC 40/40,other,No
High flow O2 40/30%,High flow O2 40/30%,other,No
Highflow 80% 45LPM,Highflow 80% 45LPM,other,No
Highflow O2,Highflow O2,other,No
Histoplasma capsulatum,Histoplasma capsulatum,other,No
IM,IM,other,No
INCONCLUSIVE,INCONCLUSIVE,other,No
INDETERMINATE,INDETERMINATE,other,No
INDETERMINATE-HIGH NIL,INDETERMINATE-HIGH NIL,other,No
INDETERMINATE-IMPAIRED,INDETERMINATE-IMPAIRED,other,No
"IO2 60%, Rate 18, PEEP 5, PS 10","IO2 60%, Rate 18, PEEP 5, PS 10",other,No
Inconclusive,Inconclusive,other,No
Indeterminate,Indeterminate,other,No
Indeterminate ,Indeterminate,other,Yes
Inhibited,Inhibited,other,No
"Intubated: 100%, ECMO 100% Sweep 4","Intubated: 100%, ECMO 100% Sweep 4",other,No
Klebsiella (Enterobacter) aerogenes,Klebsiella (Enterobacter) aerogenes,other,No
Klebsiella oxytoca,Klebsiella oxytoca,other,No
Klebsiella pneumoniae,Klebsiella pneumoniae,other,No
Klebsiella species,Klebsiella species,other,No
Klebsiella variicola,Klebsiella variicola,other,No
Kluyvera ascorbata,Kluyvera ascorbata,other,No
Kluyvera cryocrescens,Kluyvera cryocrescens,other,No
Kocuria kristinae,Kocuria kristinae,other,No
Kocuria rhizophila,Kocuria rhizophila,other,No
Kocuria species,Kocuria species,other,No
Kocuria varians,Kocuria varians,other,No
Kodamaea ohmeri,Kodamaea ohmeri,other,No
L fem A-line,L fem A-line,other,No
"L radial, ECMO 60% Sweep 2","L radial, ECMO 60% Sweep 2",other,No
"LARGE,AT 1:2 DIL","LARGE,AT 1:2 DIL",other,No
"LARGE,AT 1:8 DIL","LARGE,AT 1:8 DIL",other,No
"LARGE,UNDILUTED","LARGE,UNDILUTED",other,No
LEFT NEPHROSTOMY,LEFT NEPHROSTOMY,other,No
LOWER,LOWER,other,No
Lactobacillus sp,Lactobacillus sp,other,No
Lactobacillus species,Lactobacillus species,other,No
Lactococcus garvieae,Lactococcus garvieae,other,No
Lactococcus species,Lactococcus species,other,No
Large +++,Large +++,other,No
"Large, Undiluted","Large, Undiluted",other,No
"Large,at 1:2 dil","Large,at 1:2 dil",other,No
"Large,at 1:4 dil","Large,at 1:4 dil",other,No
Large- 80 mg/dL,Large- 80 mg/dL,other,No
Left Radial - V50% E60% S1,Left Radial - V50% E60% S1,other,No
"Left radial (E100 S12, V 100 rate 12)","Left radial (E100 S12, V 100 rate 12)",other,No
Leifsonia species,Leifsonia species,other,No
Leptotrichia buccalis,Leptotrichia buccalis,other,No
Leptotrichia species,Leptotrichia species,other,No
Leuconostoc lactis,Leuconostoc lactis,other,No
Leuconostoc mesenteroides,Leuconostoc mesenteroides,other,No
Leuconostoc species,Leuconostoc species,other,No
Lichtheimia species,Lichtheimia species,other,No
Listeria monocytogenes,Listeria monocytogenes,other,No
Lysinibacillus fusiformis,Lysinibacillus fusiformis,other,No
M1M1,M1M1,other,No
M1M2,M1M2,other,No
M1S,M1S,other,No
M1Z,M1Z,other,No
M2M2,M2M2,other,No
M2S,M2S,other,No
M2Z,M2Z,other,No
MICA01,MICA01,other,No
MICA01 MICA02 MICA04 MICA05 MICA06 MICA07 MICA09 MICA12 MICA17 MICA19 MICA27 MICA28,MICA01 MICA02 MICA04 MICA05 MICA06 MICA07 MICA09 MICA12 MICA17 MICA19 MICA27 MICA28,other,No
MICA01 MICA02 MICA04 MICA05 MICA06 MICA07 MICA09 MICA12 MICA19 MICA27 MICA28,MICA01 MICA02 MICA04 MICA05 MICA06 MICA07 MICA09 MICA12 MICA19 MICA27 MICA28,other,No
MICA01 MICA02 MICA04 MICA05 MICA06 MICA07 MICA09 MICA15 MICA17 MICA19 MICA27 MICA28 MICA46,MICA01 MICA02 MICA04 MICA05 MICA06 MICA07 MICA09 MICA15 MICA17 MICA19 MICA27 MICA28 MICA46,other,No
MICA01 MICA02 MICA05 MICA07 MICA09 MICA12 MICA15 MICA17 MICA18 MICA28 MICA46,MICA01 MICA02 MICA05 MICA07 MICA09 MICA12 MICA15 MICA17 MICA18 MICA28 MICA46,other,No
MICA01 MICA02 MICA05 MICA07 MICA12 MICA15 MICA17 MICA19 MICA46,MICA01 MICA02 MICA05 MICA07 MICA12 MICA15 MICA17 MICA19 MICA46,other,No
MICA01 MICA02 MICA05 MICA07 MICA17 MICA46,MICA01 MICA02 MICA05 MICA07 MICA17 MICA46,other,No
MICA01 MICA02 MICA07 MICA12 MICA15 MICA17 MICA18 MICA28 MICA46,MICA01 MICA02 MICA07 MICA12 MICA15 MICA17 MICA18 MICA28 MICA46,other,No
MICA01 MICA02 MICA07 MICA15 MICA17 MICA46,MICA01 MICA02 MICA07 MICA15 MICA17 MICA46,other,No
MICA01 MICA04 MICA05 MICA06 MICA07 MICA09 MICA12 MICA19 MICA27 MICA28,MICA01 MICA04 MICA05 MICA06 MICA07 MICA09 MICA12 MICA19 MICA27 MICA28,other,No
MICA01 MICA12 MICA18,MICA01 MICA12 MICA18,other,No
MICA02,MICA02,other,No
MICA04 MICA05 MICA06,MICA04 MICA05 MICA06,other,No
MICA04 MICA05 MICA06 MICA09 MICA19 MICA27 MICA28,MICA04 MICA05 MICA06 MICA09 MICA19 MICA27 MICA28,other,No
MICA05 MICA09,MICA05 MICA09,other,No
MICA05 MICA09 MICA28,MICA05 MICA09 MICA28,other,No
MICA07,MICA07,other,No
MICA07 MICA15 MICA46 MICA17 MICA02 MICA01 MICA18 MICA12,MICA07 MICA15 MICA46 MICA17 MICA02 MICA01 MICA18 MICA12,other,No
MICA12,MICA12,other,No
MM,MM,other,No
MODERATE,MODERATE,other,No
MOLD : SEE MYCOLOGY CULTURE FOR ID,MOLD : SEE MYCOLOGY CULTURE FOR ID,other,No
