raw_value,clean_for_rules,category,changed_by_cleaning
hi flow 30%/35L,hi flow 30%/35L,other,No
hi flow 30/30,hi flow 30/30,other,No
hi flow 30L/30%,hi flow 30L/30%,other,No
"hi flow 40L, 40%","hi flow 40L, 40%",other,No
hi flow 50%50L,hi flow 50%50L,other,No
hifl 30/30,hifl 30/30,other,No
hifl NC 40/30,hifl NC 40/30,other,No
hifl nc 50/50,hifl nc 50/50,other,No
hiflo nc 30% 20L,hiflo nc 30% 20L,other,No
hiflow,hiflow,other,No
hiflow  40 % 40 liter,hiflow 40 % 40 liter,other,Yes
hiflow 21% 30 liters,hiflow 21% 30 liters,other,No
hiflow 30 % 30 liters,hiflow 30 % 30 liters,other,No
hiflow 30 liters 0 %,hiflow 30 liters 0 %,other,No
hiflow 30 liters 40%,hiflow 30 liters 40%,other,No
hiflow 30% nc,hiflow 30% nc,other,No
"hiflow 30L, 30%","hiflow 30L, 30%",other,No
hiflow 40 liter 50%,hiflow 40 liter 50%,other,No
hiflow 40 liter 60  %,hiflow 40 liter 60 %,other,Yes
hiflow 40 liters 40%,hiflow 40 liters 40%,other,No
hiflow 40 liters 40% nasa; cannular,hiflow 40 liters 40% nasa; cannular,other,No
hiflow 40/40,hiflow 40/40,other,No
hiflow 40/50,hiflow 40/50,other,No
hiflow 50 liters e5 %,hiflow 50 liters e5 %,other,No
hiflow 50% 40 liters,hiflow 50% 40 liters,other,No
hiflow 50L/30%,hiflow 50L/30%,other,No
hiflow 60%50L,hiflow 60%50L,other,No
hiflow NC,hiflow NC,other,No
hiflow NC 30% 20L,hiflow NC 30% 20L,other,No
hiflow nc 40%/40L,hiflow nc 40%/40L,other,No
hiflow nc 40/40,hiflow nc 40/40,other,No
hiflow nc 50% 40L,hiflow nc 50% 40L,other,No
hiflow tc 40L/30%,hiflow tc 40L/30%,other,No
hiflow trach collar 50L 30%,hiflow trach collar 50L 30%,other,No
hiflow30 %,hiflow30 %,other,No
hiflowv 65% 40 kiters,hiflowv 65% 40 kiters,other,No
high flow,high flow,other,No
high flow 30%/40L sweep 3 ecmo,high flow 30%/40L sweep 3 ecmo,other,No
high flow 40/40,high flow 40/40,other,No
high flow 50%,high flow 50%,other,No
high flow 60%/60L,high flow 60%/60L,other,No
high flow 80% \/ 40L,high flow 80% \/ 40L,other,No
high flow 80%/50L,high flow 80%/50L,other,No
high flow nc 40%40L,high flow nc 40%40L,other,No
high flow trach collar 28%/6L,high flow trach collar 28%/6L,other,No
high flow trach collar 30%/20L,high flow trach collar 30%/20L,other,No
high flow trach collar 30%/30L,high flow trach collar 30%/30L,other,No
high flow trach collar 30%/40L,high flow trach collar 30%/40L,other,No
high flow trach collar 40%/40L,high flow trach collar 40%/40L,other,No
high flow trach collar 60L 40%,high flow trach collar 60L 40%,other,No
highflow TC,highflow TC,other,No
intubated,intubated,other,No
large,large,other,No
mask,mask,other,No
"mask 30%, 6L","mask 30%, 6L",other,No
mo,mo,other,No
mod,mod,other,No
moderate,moderate,other,No
n,n,other,No
n/a,n/a,other,No
n/c 3L,n/c 3L,other,No
n/c 4L,n/c 4L,other,No
na,na,other,No
nasal cannula 1 L/min,nasal cannula 1 L/min,other,No
nasal cannula 2 L/min,nasal cannula 2 L/min,other,No
nasal cannula 2L,nasal cannula 2L,other,No
nasal cannula 3 L/min,nasal cannula 3 L/min,other,No
nasal cannular 1 liter,nasal cannular 1 liter,other,No
nasal cannular 23liters,nasal cannular 23liters,other,No
nasal cannular 4 liters,nasal cannular 4 liters,other,No
nasal cannular high flow 40)% 40 liters,nasal cannular high flow 40)% 40 liters,other,No
nasal canula,nasal canula,other,No
nasal canula 3 L O2,nasal canula 3 L O2,other,No
nasal cnnular 3 liters,nasal cnnular 3 liters,other,No
nc 1 L,nc 1 L,other,No
nc 1 liter,nc 1 liter,other,No
nc 1L,nc 1L,other,No
nc 2 L,nc 2 L,other,No
"nc 2 L/min, ECMO fio2:100, Sweep 2","nc 2 L/min, ECMO fio2:100, Sweep 2",other,No
nc 2 liters,nc 2 liters,other,No
nc 2L,nc 2L,other,No
nc 3 liters,nc 3 liters,other,No
nc 3L,nc 3L,other,No
nc 4 liters,nc 4 liters,other,No
nc 4 liters Nasal cannular,nc 4 liters Nasal cannular,other,No
nc 4l,nc 4l,other,No
nc 5L,nc 5L,other,No
nc 6 liters,nc 6 liters,other,No
nc 6l,nc 6l,other,No
nc/ 2L,nc/ 2L,other,No
nc8l,nc8l,other,No
negaative,negaative,other,No
neh,neh,other,No
ng,ng,other,No
no,no,other,No
no change,no change,other,No
no value ,no value,other,Yes
non-rebreather 15L,non-rebreather 15L,other,No
"non-rebreather mask, 15LPM","non-rebreather mask, 15LPM",other,No
none,none,other,No
nonrebreather,nonrebreather,other,No
nonrebreather 15L,nonrebreather 15L,other,No
not applicable,not applicable,other,No
not performed,not performed,other,No
not stated,not stated,other,No
not tested,not tested,other,No
nrb 15l,nrb 15l,other,No
nrb 15lpm,nrb 15lpm,other,No
nrg,nrg,other,No
ns,ns,other,No
o,o,other,No
o2 at 1lpm/nc,o2 at 1lpm/nc,other,No
oet  VC 21%,oet VC 21%,other,Yes
oet PS FIO2 30%,oet PS FIO2 30%,other,No
oet pressure support 8/7 fio2 30%,oet pressure support 8/7 fio2 30%,other,No
oet vent 30% FIO2,oet vent 30% FIO2,other,No
oet vent fio2 30%,oet vent fio2 30%,other,No
oet vent ps fio2 30%,oet vent ps fio2 30%,other,No
on bi level 100%,on bi level 100%,other,No
on vent Fio2 at 30%,on vent Fio2 at 30%,other,No
oximyzer 9L,oximyzer 9L,other,No
"oxygenator 2: vent 30%; ecmo 100%, sweep 1","oxygenator 2: vent 30%; ecmo 100%, sweep 1",other,No
oxymizer 10L,oxymizer 10L,other,No
oxymizer 10l,oxymizer 10l,other,No
oxymizer 6L,oxymizer 6L,other,No
oxymizer 8 L,oxymizer 8 L,other,No
oxymyzer 9L,oxymyzer 9L,other,No
p,p,other,No
p control 5 910 r15 40% vv ecmo s3 100%,p control 5 910 r15 40% vv ecmo s3 100%,other,No
p control 5/5 30%,p control 5/5 30%,other,No
p support 10/10 50% vv ecmo f 3.1 s 4 100%,p support 10/10 50% vv ecmo f 3.1 s 4 100%,other,No
p support 10/10 60% / vv ecmo f 3.2 s 5 100%,p support 10/10 60% / vv ecmo f 3.2 s 5 100%,other,No
p support 10/5 40% since 1800,p support 10/5 40% since 1800,other,No
p support 15/5 30%,p support 15/5 30%,other,No
p support 5/10 30%,p support 5/10 30%,other,No
p support 5/5 30%,p support 5/5 30%,other,No
p support 5/5 40%,p support 5/5 40%,other,No
p support 5/5 60%,p support 5/5 60%,other,No
p support 7/5 35%,p support 7/5 35%,other,No
p suppory 5/5 40%,p suppory 5/5 40%,other,No
p/s 10/10 50%,p/s 10/10 50%,other,No
p/s 15/5 50%,p/s 15/5 50%,other,No
p/s 5/5 30%,p/s 5/5 30%,other,No
p/s 5/5 40%,p/s 5/5 40%,other,No
p/s 5/5/ 30%,p/s 5/5/ 30%,other,No
p/s 7/7 30% fio2. ecmo 80% sweep 2,p/s 7/7 30% fio2. ecmo 80% sweep 2,other,No
p5 21%,p5 21%,other,No
"p5100%, 100% vv ecmo","p5100%, 100% vv ecmo",other,No
pS 5/5 30,pS 5/5 30,other,No
pS 7/5 35%,pS 7/5 35%,other,No
paralyzed VC 300 58% PEEP: 10 RR: 35,paralyzed VC 300 58% PEEP: 10 RR: 35,other,No
paralyzed VC 300 85% PEEP: 10 RR: 35,paralyzed VC 300 85% PEEP: 10 RR: 35,other,No
paralyzed supine VC 300 60% PEEP: 10 RR:35,paralyzed supine VC 300 60% PEEP: 10 RR:35,other,No
pb 8/+10/50% 18,pb 8/+10/50% 18,other,No
pc 10/+12 f:12 70%,pc 10/+12 f:12 70%,other,No
"pc 10/+14 80%, rate:12","pc 10/+14 80%, rate:12",other,No
pc 10/10 18 60%,pc 10/10 18 60%,other,No
pc 10/10 18 70%,pc 10/10 18 70%,other,No
pc 10/10 35 70%,pc 10/10 35 70%,other,No
pc 10/10 35 80%,pc 10/10 35 80%,other,No
pc 10/10 RR 24 70%,pc 10/10 RR 24 70%,other,No
pc 10/5 40%,pc 10/5 40%,other,No
pc 100%,pc 100%,other,No
pc 12/5 14 35%,pc 12/5 14 35%,other,No
pc 12/5/30%,pc 12/5/30%,other,No
"pc 14/10 fio2: 100%, VA ECMO flow 4.2, fio2: 100%, sweep5","pc 14/10 fio2: 100%, VA ECMO flow 4.2, fio2: 100%, sweep5",other,No
pc 14/5 30%,pc 14/5 30%,other,No
pc 14/5/40%,pc 14/5/40%,other,No
pc 15/10 40%,pc 15/10 40%,other,No
"pc 15/12 50%, vv flow 4.5, sweep 6, 100%","pc 15/12 50%, vv flow 4.5, sweep 6, 100%",other,No
pc 15/5 30%,pc 15/5 30%,other,No
pc 15/5 40% 16,pc 15/5 40% 16,other,No
pc 16/10 fiO2 30%,pc 16/10 fiO2 30%,other,No
pc 16/14/5 @30%,pc 16/14/5 @30%,other,No
pc 16/14/5 @35%,pc 16/14/5 @35%,other,No
pc 16/24/8 @35%,pc 16/24/8 @35%,other,No
pc 16/5 100%,pc 16/5 100%,other,No
pc 16/5 30%,pc 16/5 30%,other,No
pc 16/5 @30%,pc 16/5 @30%,other,No
pc 16/550/5/40,pc 16/550/5/40,other,No
pc 18 18/5 60%,pc 18 18/5 60%,other,No
pc 18/10 fio2 100 vv ecmo sweep 3/3 fio2 100,pc 18/10 fio2 100 vv ecmo sweep 3/3 fio2 100,other,No
pc 18/12 100%,pc 18/12 100%,other,No
pc 18/12/5/60%,pc 18/12/5/60%,other,No
pc 18/5 @ 30%,pc 18/5 @ 30%,other,No
pc 18/5 @30%,pc 18/5 @30%,other,No
"pc 18/8 fio2 50%, ecmo s2 fio2 70%","pc 18/8 fio2 50%, ecmo s2 fio2 70%",other,No
pc 20/5 40%,pc 20/5 40%,other,No
pc 23/5 rr 16 fio2 30%,pc 23/5 rr 16 fio2 30%,other,No
pc 24 rate 22 peep5 50%,pc 24 rate 22 peep5 50%,other,No
pc 24 rate 22 peep5 60%,pc 24 rate 22 peep5 60%,other,No
pc 24/12 26 50%,pc 24/12 26 50%,other,No
pc 24/12 26 55%,pc 24/12 26 55%,other,No
pc 24/12 30 70%,pc 24/12 30 70%,other,No
pc 24/15/8/50%,pc 24/15/8/50%,other,No
pc 24/7 fio2 82% va ecmo sweep 3 fio2 100%,pc 24/7 fio2 82% va ecmo sweep 3 fio2 100%,other,No
"pc 24/7 fio2 82% va ecmo sweep 3 fio2100, R axillary a line","pc 24/7 fio2 82% va ecmo sweep 3 fio2100, R axillary a line",other,No
pc 25 %,pc 25 %,other,No
pc 26 RR 22 +8 70%,pc 26 RR 22 +8 70%,other,No
pc 26/12 24 70%,pc 26/12 24 70%,other,No
pc 26/22/10/95%,pc 26/22/10/95%,other,No
pc 28/6 35 80%,pc 28/6 35 80%,other,No
pc 30%,pc 30%,other,No
pc 30% p8,pc 30% p8,other,No
pc 30/5 30 35%,pc 30/5 30 35%,other,No
pc 30/5 30 40%,pc 30/5 30 40%,other,No
"pc 32, 18,55%+16,","pc 32, 18,55%+16,",other,No
pc 32/12/5 @ 60,pc 32/12/5 @ 60,other,No
pc 35%,pc 35%,other,No
"pc 35,20,90%+12","pc 35,20,90%+12",other,No
"pc 40 16 +5, 40%","pc 40 16 +5, 40%",other,No
"pc 40 16, p+5, 40%","pc 40 16, p+5, 40%",other,No
pc 40%,pc 40%,other,No
pc 45%,pc 45%,other,No
pc 50%,pc 50%,other,No
"pc 50%, VV ECMO 100%","pc 50%, VV ECMO 100%",other,No
pc 55%,pc 55%,other,No
pc 60%,pc 60%,other,No
pc 7/10 50%,pc 7/10 50%,other,No
pc 8/+10/18/50%,pc 8/+10/18/50%,other,No
pc 8/+8 50% 18,pc 8/+8 50% 18,other,No
"pc 8/5, rate 12, fio2 40%","pc 8/5, rate 12, fio2 40%",other,No
pc 8/8/16/50%,pc 8/8/16/50%,other,No
pc 80% peep 10,pc 80% peep 10,other,No
pc 80% peep 5,pc 80% peep 5,other,No
pc ac 25%/peep:8/dp:12/RR: 16,pc ac 25%/peep:8/dp:12/RR: 16,other,No
pc peep 10 90%,pc peep 10 90%,other,No
"pc rate 16, peep 5, 100%","pc rate 16, peep 5, 100%",other,No
pc rate 32,pc rate 32,other,No
pc vent fio2 30%,pc vent fio2 30%,other,No
pc-ac fio2: 25/peep 5/ dP: 15/RR: 16,pc-ac fio2: 25/peep 5/ dP: 15/RR: 16,other,No
pc14 12-5 50percent,pc14 12-5 50percent,other,No
pc30%,pc30%,other,No
"pc35,20,+8 50%","pc35,20,+8 50%",other,No
peep 10 100%,peep 10 100%,other,No
peep 10 40%,peep 10 40%,other,No
peep 10 50%,peep 10 50%,other,No
peep 10 FiO2 40%,peep 10 FiO2 40%,other,No
peep 10 fio2 40 rr 18,peep 10 fio2 40 rr 18,other,No
"peep 10, fio2 40, rr 16","peep 10, fio2 40, rr 16",other,No
peep 16 100%,peep 16 100%,other,No
"peep 30, rr 14, peep 10","peep 30, rr 14, peep 10",other,No
peep 5 30%,peep 5 30%,other,No
peep 5 fio2 100%,peep 5 fio2 100%,other,No
peep 5 fio2 40,peep 5 fio2 40,other,No
peep 5 fio2 50%,peep 5 fio2 50%,other,No
peep 5 rr 16 fio2 30,peep 5 rr 16 fio2 30,other,No
peep 5 rr 18 fio2 30,peep 5 rr 18 fio2 30,other,No
peep 5 rr 20 fio2 40,peep 5 rr 20 fio2 40,other,No
"peep 5, FiO2 40%","peep 5, FiO2 40%",other,No
peep 5/21%,peep 5/21%,other,No
peep 7 Rate 20 40%,peep 7 Rate 20 40%,other,No
peep 7; fi02: 100,peep 7; fi02: 100,other,No
peep 8 40%,peep 8 40%,other,No
peep 8 80%,peep 8 80%,other,No
peep 8 fio2 100%,peep 8 fio2 100%,other,No
"peep 8, 30%","peep 8, 30%",other,No
"peep 8, 40% psv","peep 8, 40% psv",other,No
"peep 8, 50%","peep 8, 50%",other,No
"peep: 3, fio2: 40%","peep: 3, fio2: 40%",other,No
post 17,post 17,other,No
post NT sxning and breathing trt,post NT sxning and breathing trt,other,No
post extubation 6lnc,post extubation 6lnc,other,No
post extubation hf 40l/50%,post extubation hf 40l/50%,other,No
post extubation hfnc 40l/40%,post extubation hfnc 40l/40%,other,No
post extubation on 2lnc,post extubation on 2lnc,other,No
post-extubation,post-extubation,other,No
postivie protein,postivie protein,other,No
"ppep 5, 50%","ppep 5, 50%",other,No
"pressure control 100%, ECMO 5.4, sweep 2, 80%","pressure control 100%, ECMO 5.4, sweep 2, 80%",other,No
"pressure control 60%, ECMO 5.4, sweep 5, 100%","pressure control 60%, ECMO 5.4, sweep 5, 100%",other,No
pressure support 10/5 40%,pressure support 10/5 40%,other,No
pressure support 14/10 100%,pressure support 14/10 100%,other,No
pressure support 5/10 40%,pressure support 5/10 40%,other,No
pressure support 5/5 40%,pressure support 5/5 40%,other,No
pressure support 5/8 50%,pressure support 5/8 50%,other,No
pressure support 7/5 50%,pressure support 7/5 50%,other,No
pressure support 7/8 40%,pressure support 7/8 40%,other,No
pressut=re support 7/5 30%,pressut=re support 7/5 30%,other,No
prone 100% PEEP 10,prone 100% PEEP 10,other,No
prone 90% PEEP 10,prone 90% PEEP 10,other,No
prone PC 22/10 70%,prone PC 22/10 70%,other,No
prone VC 260/35/14/80%,prone VC 260/35/14/80%,other,No
prone VC 300 65% PEEP: 10 RR: 35,prone VC 300 65% PEEP: 10 RR: 35,other,No
prone VC 460 RR 28 peep 10 70%,prone VC 460 RR 28 peep 10 70%,other,No
prone vc 300/35/10/70%,prone vc 300/35/10/70%,other,No
prone; 100% ECMO sweep 3; vent 50%,prone; 100% ECMO sweep 3; vent 50%,other,No
"proned VC 490, 30, 8, 70%","proned VC 490, 30, 8, 70%",other,No
"proned- VC 490, 30, 8, 70%","proned- VC 490, 30, 8, 70%",other,No
ps 0/0 40% /ECMO 1L 100%,ps 0/0 40% /ECMO 1L 100%,other,No
ps 0/5 40%,ps 0/5 40%,other,No
ps 10/10 30%,ps 10/10 30%,other,No
ps 10/10 40%,ps 10/10 40%,other,No
ps 10/10 60%,ps 10/10 60%,other,No
ps 10/5 30%,ps 10/5 30%,other,No
ps 10/5 50%,ps 10/5 50%,other,No
ps 10/5 @30%,ps 10/5 @30%,other,No
"ps 10/8 40%, ecmo 100% s=1.5","ps 10/8 40%, ecmo 100% s=1.5",other,No
ps 12/10 40%,ps 12/10 40%,other,No
ps 12/5 30%,ps 12/5 30%,other,No
ps 14/8 ecmo s6 fio2 100%,ps 14/8 ecmo s6 fio2 100%,other,No
ps 15/10  65%,ps 15/10 65%,other,Yes
ps 15/10 55%,ps 15/10 55%,other,No
ps 16/8 @30%,ps 16/8 @30%,other,No
ps 16/8 rate 20 40%,ps 16/8 rate 20 40%,other,No
ps 18/10 30%,ps 18/10 30%,other,No
ps 18/8 30%,ps 18/8 30%,other,No
ps 25%,ps 25%,other,No
ps 30 vvecmo 80,ps 30 vvecmo 80,other,No
ps 30%,ps 30%,other,No
ps 35%,ps 35%,other,No
ps 40 vvecmo 50,ps 40 vvecmo 50,other,No
ps 40%,ps 40%,other,No
ps 40% vvecmo 50%,ps 40% vvecmo 50%,other,No
ps 40% vvecmo 60%,ps 40% vvecmo 60%,other,No
"ps 40%, vvecmo 70%","ps 40%, vvecmo 70%",other,No
ps 45%,ps 45%,other,No
"ps 5, peep 10, fio2 30% / VA ECMo flow 2, sweep 3, fio2 30%","ps 5, peep 10, fio2 30% / VA ECMo flow 2, sweep 3, fio2 30%",other,No
ps 5/10 30%,ps 5/10 30%,other,No
ps 5/10 40%,ps 5/10 40%,other,No
ps 5/5,ps 5/5,other,No
ps 5/5  40%,ps 5/5 40%,other,Yes
ps 5/5 100%,ps 5/5 100%,other,No
ps 5/5 30%,ps 5/5 30%,other,No
ps 5/5 40%,ps 5/5 40%,other,No
ps 5/5 40% fio2,ps 5/5 40% fio2,other,No
"ps 5/5 40%, ecmo 100% s=1.5","ps 5/5 40%, ecmo 100% s=1.5",other,No
ps 5/5 60%. VV ECMO S8 100%,ps 5/5 60%. VV ECMO S8 100%,other,No
ps 5/5 fio2 30%,ps 5/5 fio2 30%,other,No
ps 5/5 fio2 40,ps 5/5 fio2 40,other,No
ps 5/8 40%,ps 5/8 40%,other,No
"ps 5/8 50, E60sw1","ps 5/8 50, E60sw1",other,No
ps 50%,ps 50%,other,No
ps 6/8 fio2 40% VA ecmo sweep 2 fio2 90%,ps 6/8 fio2 40% VA ecmo sweep 2 fio2 90%,other,No
ps 60%,ps 60%,other,No
ps 7/10 35%,ps 7/10 35%,other,No
ps 7/10 40%,ps 7/10 40%,other,No
ps 7/10 fio2 30%,ps 7/10 fio2 30%,other,No
ps 7/16 60%,ps 7/16 60%,other,No
ps 7/5 25%,ps 7/5 25%,other,No
ps 7/5 30%,ps 7/5 30%,other,No
ps 7/5 305%,ps 7/5 305%,other,No
ps 7/5 35%,ps 7/5 35%,other,No
ps 7/5 40%,ps 7/5 40%,other,No
ps 7/5 50%,ps 7/5 50%,other,No
ps 7/5 60%,ps 7/5 60%,other,No
ps 7/5 @ 40%,ps 7/5 @ 40%,other,No
ps 7/5 Fio2 40%,ps 7/5 Fio2 40%,other,No
"ps 7/5, 30%","ps 7/5, 30%",other,No
ps 7/540%,ps 7/540%,other,No
ps 7/7 30% fio2. Ecmo 80% fio2 sweep 2,ps 7/7 30% fio2. Ecmo 80% fio2 sweep 2,other,No
"ps 7/7 30%, vaecmo S2, 80%","ps 7/7 30%, vaecmo S2, 80%",other,No
ps 7/8 40%,ps 7/8 40%,other,No
ps 710 30%,ps 710 30%,other,No
ps 8 peep 5,ps 8 peep 5,other,No
ps 8/10 30%,ps 8/10 30%,other,No
ps 8/5 40%,ps 8/5 40%,other,No
ps 8/5 45%,ps 8/5 45%,other,No
ps 8/5 50%,ps 8/5 50%,other,No
ps 8/5 @30%,ps 8/5 @30%,other,No
ps 8/7 fio2 30%,ps 8/7 fio2 30%,other,No
ps10/10  40%fio2,ps10/10 40%fio2,other,Yes
ps10/5/40%,ps10/5/40%,other,No
ps10/530%,ps10/530%,other,No
ps30%,ps30%,other,No
ps40 E60sw1.5,ps40 E60sw1.5,other,No
ps5/540%,ps5/540%,other,No
ps7/5 -30%,ps7/5 -30%,other,No
psupport 10/10 50% vv ecmof 3 s 5 100%,psupport 10/10 50% vv ecmof 3 s 5 100%,other,No
r 15 vl 570 95 40%,r 15 vl 570 95 40%,other,No
r 18 30% peep 10 TV 460,r 18 30% peep 10 TV 460,other,No
r18 30% PEEP 10 Vt 460,r18 30% PEEP 10 Vt 460,other,No
r18 30% PEEP 10 Vt460,r18 30% PEEP 10 Vt460,other,No
r18 30% Vt 460 PEEP 10,r18 30% Vt 460 PEEP 10,other,No
r22 tv380 50% p5,r22 tv380 50% p5,other,No
r22 tv380 p5 30%,r22 tv380 p5 30%,other,No
ra,ra,other,No
rate 20,rate 20,other,No
"rate 22, 80%","rate 22, 80%",other,No
rm air,rm air,other,No
rom air,rom air,other,No
room air,room air,other,No
room air 21%,room air 21%,other,No
"room air, 60 % sweep 1 ecmo","room air, 60 % sweep 1 ecmo",other,No
"room air, 60% sweep 1 ecmo","room air, 60% sweep 1 ecmo",other,No
"room air, 70% FiO2 ECMO","room air, 70% FiO2 ECMO",other,No
"room air, ECMO 100%, Sweep 1L","room air, ECMO 100%, Sweep 1L",other,No
room air/ ecmo 70%,room air/ ecmo 70%,other,No
room air; ecmo 80%; sweep 1.5,room air; ecmo 80%; sweep 1.5,other,No
"rr 11, peep 10 PS 7 fio2 50","rr 11, peep 10 PS 7 fio2 50",other,No
rr 13 peep 5 ps 10,rr 13 peep 5 ps 10,other,No
rr 16 40%,rr 16 40%,other,No
rr 18 40%,rr 18 40%,other,No
rr 20 peep 5 fio2 40,rr 20 peep 5 fio2 40,other,No
rr 22 peep 10 ps 10 fio2 50,rr 22 peep 10 ps 10 fio2 50,other,No
rr 22 peep 5 ps 10,rr 22 peep 5 ps 10,other,No
s 2.5/100% vent 30%,s 2.5/100% vent 30%,other,No
s 4 70%/ 50% vent,s 4 70%/ 50% vent,other,No
s1.5 fio2 70% hfnc 10L30%,s1.5 fio2 70% hfnc 10L30%,other,No
"s3.5, 100%, vent 100%","s3.5, 100%, vent 100%",other,No
same as pre/post,same as pre/post,other,No
see comments,see comments,other,No
see pre/post,see pre/post,other,No
simple mask,simple mask,other,No
simple mask 10L,simple mask 10L,other,No
simple mask 12L,simple mask 12L,other,No
simple mask 40% 8L,simple mask 40% 8L,other,No
simple mask 5L,simple mask 5L,other,No
simple mask 6L/min,simple mask 6L/min,other,No
simple mask 8L,simple mask 8L,other,No
simple mask at 10 L,simple mask at 10 L,other,No
simplemask 10L,simplemask 10L,other,No
simv pc/ps/18/14/7/40%,simv pc/ps/18/14/7/40%,other,No
simv r 4 10/10 50% vv ecmo  3 s 5 100%,simv r 4 10/10 50% vv ecmo 3 s 5 100%,other,Yes
small,small,other,No
smiv r4 10/10 50% vv ecmo f 3 s 5 100%,smiv r4 10/10 50% vv ecmo f 3 s 5 100%,other,No
spon 7/5/30%,spon 7/5/30%,other,No
"spont 10/10 30%, e 2L 70%","spont 10/10 30%, e 2L 70%",other,No
supine 50% VC 430/20/+10,supine 50% VC 430/20/+10,other,No
supine 60% PEEP 10,supine 60% PEEP 10,other,No
supine 80% PC 14/14 RR 30,supine 80% PC 14/14 RR 30,other,No
supine VC 300 65% PEEP: 10 RR: 35 nimbex 18.8,supine VC 300 65% PEEP: 10 RR: 35 nimbex 18.8,other,No
supine VC 300 70%,supine VC 300 70%,other,No
sw2.5ecmo80%vent40%,sw2.5ecmo80%vent40%,other,No
"sweep  0.8,  100%","sweep 0.8, 100%",other,Yes
sweep 0,sweep 0,other,No
"sweep 0, 60%, PS 5/10, vent 40%","sweep 0, 60%, PS 5/10, vent 40%",other,No
"sweep 0, 60%, vent 40%","sweep 0, 60%, vent 40%",other,No
"sweep 0, flow 3, 100%","sweep 0, flow 3, 100%",other,No
"sweep 0, vent 80%, ECMO 70%","sweep 0, vent 80%, ECMO 70%",other,No
sweep 0.5 70% ecmo 30% vent,sweep 0.5 70% ecmo 30% vent,other,No
sweep 0.5 fio2 100%,sweep 0.5 fio2 100%,other,No
"sweep 0.5, 60%, vent 30%","sweep 0.5, 60%, vent 30%",other,No
"sweep 0.5, fio2 100%","sweep 0.5, fio2 100%",other,No
sweep 0.5-100% vent 50%,sweep 0.5-100% vent 50%,other,No
sweep 0/0-100% vent 50%,sweep 0/0-100% vent 50%,other,No
sweep 1 100%,sweep 1 100%,other,No
sweep 1 100%/30% vent,sweep 1 100%/30% vent,other,No
sweep 1 50% fio2/ HFNC 40/40%,sweep 1 50% fio2/ HFNC 40/40%,other,No
sweep 1 70% ecmo 30% vent,sweep 1 70% ecmo 30% vent,other,No
sweep 1 fio2 100%,sweep 1 fio2 100%,other,No
"sweep 1, FiO2 100%, 2LNC","sweep 1, FiO2 100%, 2LNC",other,No
"sweep 1, fio2 100","sweep 1, fio2 100",other,No
"sweep 1, fio2 80","sweep 1, fio2 80",other,No
"sweep 1, fio2 80%","sweep 1, fio2 80%",other,No
sweep 1.5 100% / VENT 60%,sweep 1.5 100% / VENT 60%,other,No
sweep 1.5 70%/30% vent,sweep 1.5 70%/30% vent,other,No
sweep 1.5 70%/PS 7/10 30%,sweep 1.5 70%/PS 7/10 30%,other,No
sweep 1.5 80%,sweep 1.5 80%,other,No
sweep 1.5 80%/ 30% vent,sweep 1.5 80%/ 30% vent,other,No
sweep 1.5 80%/305 vent,sweep 1.5 80%/305 vent,other,No
"sweep 1.5, 70%, vent 30%","sweep 1.5, 70%, vent 30%",other,No
"sweep 1.5, 80%, vent 30%","sweep 1.5, 80%, vent 30%",other,No
"sweep 1.5, fio2 80%","sweep 1.5, fio2 80%",other,No
sweep 1.5-60% vent 60%,sweep 1.5-60% vent 60%,other,No
sweep 1.5/ 50% fio2 HFNC 40/40%,sweep 1.5/ 50% fio2 HFNC 40/40%,other,No
sweep 10 fio2 100%,sweep 10 fio2 100%,other,No
"sweep 10, 80%, HFNC 30/30","sweep 10, 80%, HFNC 30/30",other,No
sweep 15l,sweep 15l,other,No
sweep 2 100%/30% vent,sweep 2 100%/30% vent,other,No
sweep 2 100%/80% on vent,sweep 2 100%/80% on vent,other,No
"sweep 2 70%, 50%","sweep 2 70%, 50%",other,No
sweep 2 80%,sweep 2 80%,other,No
sweep 2 80%/ 60% fio2 vent,sweep 2 80%/ 60% fio2 vent,other,No
sweep 2 fio2 100%,sweep 2 fio2 100%,other,No
sweep 2 fio2 100%/ HFNC 40% 50L,sweep 2 fio2 100%/ HFNC 40% 50L,other,No
"sweep 2, 100%, PC 50%","sweep 2, 100%, PC 50%",other,No
"sweep 2, 100%, vent 40%","sweep 2, 100%, vent 40%",other,No
"sweep 2, 100%/ 40% 50L","sweep 2, 100%/ 40% 50L",other,No
"sweep 2, 70%, vent 30%","sweep 2, 70%, vent 30%",other,No
"sweep 2, 80%, vent 30%","sweep 2, 80%, vent 30%",other,No
sweep 2-70% vent 60%,sweep 2-70% vent 60%,other,No
sweep 2.5 100% vent 30%,sweep 2.5 100% vent 30%,other,No
"sweep 2.5, 100%, PC 40%","sweep 2.5, 100%, PC 40%",other,No
"sweep 2.5, 100%, vent 60%","sweep 2.5, 100%, vent 60%",other,No
"sweep 2.5, 70%","sweep 2.5, 70%",other,No
sweep 2.5-100% RA,sweep 2.5-100% RA,other,No
sweep 2.5-100% vent 30%,sweep 2.5-100% vent 30%,other,No
sweep 2.5/100%,sweep 2.5/100%,other,No
"sweep 2.5/100%, 30% vent","sweep 2.5/100%, 30% vent",other,No
